step 0, loss 0.8543756008148193
step 2336, loss 0.17258264018600958
step 2337, loss 0.17956402653609913
step 2338, loss 0.1793085627629328
step 2339, loss 0.1799197861141534
step 2340, loss 0.18309609609126196
step 2341, loss 0.1914200024361534
step 2342, loss 0.18959241240219382
step 2343, loss 0.19431914802488184
step 2344, loss 0.2083522193082854
step 2345, loss 0.20756979099947376
step 2346, loss 0.2064220411661699
step 2347, loss 0.1981114971414299
step 2348, loss 0.19838676104918937
step 2349, loss 0.20957862958290416
step 2350, loss 0.20648246817271326
step 2351, loss 0.21928719114494696
step 2352, loss 0.22599607495575286
step 2353, loss 0.2232525583038551
step 2354, loss 0.2309756549534043
step 2355, loss 0.22694015106590157
step 2356, loss 0.22107952029435246
step 2357, loss 0.22324699036116966
step 2358, loss 0.23075357262941212
step 2359, loss 0.2252583699046255
step 2360, loss 0.22212700366544852
step 2361, loss 0.21454562085480805
step 2362, loss 0.2164819881702481
step 2363, loss 0.21474718261227177
step 2364, loss 0.21489580460010618
step 2365, loss 0.2056373602535008
step 2366, loss 0.20873674270978676
step 2367, loss 0.2004922406447331
step 2368, loss 0.20661537735811472
step 2369, loss 0.19935084780292153
step 2370, loss 0.1990232861063162
step 2371, loss 0.19799518102597707
step 2372, loss 0.1962815494614081
step 2373, loss 0.1932308201143655
step 2374, loss 0.18978443659688646
step 2375, loss 0.18100004494797242
step 2376, loss 0.1928877899105345
step 2377, loss 0.19459738454714373
step 2378, loss 0.1990821104183342
step 2379, loss 0.19851117053042766
step 2380, loss 0.19895527558098064
step 2381, loss 0.1971346136620923
step 2382, loss 0.19503747791271964
step 2383, loss 0.19668272021610939
step 2384, loss 0.1959805090713448
step 2385, loss 0.19622935648154735
step 2386, loss 0.1922574472015338
step 2387, loss 0.18901969625817866
step 2388, loss 0.19024999112725674
step 2389, loss 0.1870481282845773
step 2390, loss 0.18990248385449984
step 2391, loss 0.18974868157548372
step 2392, loss 0.19388365476467606
step 2393, loss 0.1921688755971646
step 2394, loss 0.18548381393752597
step 2395, loss 0.18516211270334218
step 2396, loss 0.18176509343721178
step 2397, loss 0.17986185762111284
step 2398, loss 0.17807442467949336
step 2399, loss 0.17105211932845307
step 2400, loss 0.17042226600099258
step 2401, loss 0.1641811371515571
step 2402, loss 0.1711704826954346
step 2403, loss 0.18222976892620396
step 2404, loss 0.1802430391558713
step 2405, loss 0.18214282008248922
step 2406, loss 0.1853286723396631
step 2407, loss 0.20211580098582377
step 2408, loss 0.204269668766079
step 2409, loss 0.1988258552326718
step 2410, loss 0.20183187202578415
step 2411, loss 0.19779293068616655
step 2412, loss 0.20191417630048752
step 2413, loss 0.20596678998052026
step 2414, loss 0.20695997726302398
step 2415, loss 0.2116350810353254
step 2416, loss 0.2068786410055424
step 2417, loss 0.2115964550580262
step 2418, loss 0.21205327142527808
step 2419, loss 0.21540736313984793
step 2420, loss 0.22190838595920206
step 2421, loss 0.22559257633113924
step 2422, loss 0.222326814710713
step 2423, loss 0.21449976078833632
step 2424, loss 0.21600366007237579
step 2425, loss 0.21805022988571773
step 2426, loss 0.22364670187700436
step 2427, loss 0.21883729681791644
step 2428, loss 0.2211223967560093
step 2429, loss 0.21085381978940612
step 2430, loss 0.2127617937999217
step 2431, loss 0.2068142079720421
step 2432, loss 0.203509771830695
step 2433, loss 0.20304877371209007
step 2434, loss 0.20210167298272677
step 2435, loss 0.2023469555040189
step 2436, loss 0.2040651215010871
step 2437, loss 0.19715366419201996
step 2438, loss 0.20125675191920317
step 2439, loss 0.19678953877485975
step 2440, loss 0.19306949160752163
step 2441, loss 0.19468158527246832
step 2442, loss 0.20420874396590938
step 2443, loss 0.20726766353513495
step 2444, loss 0.20740693359672155
step 2445, loss 0.2168340583065074
step 2446, loss 0.21482249046137225
step 2447, loss 0.21150778184625768
step 2448, loss 0.20668501064443526
step 2449, loss 0.20677858655390685
step 2450, loss 0.21685577390853356
step 2451, loss 0.2026817981147509
step 2452, loss 0.196987006104923
step 2453, loss 0.19893822196448152
step 2454, loss 0.19885984024397407
step 2455, loss 0.19347520137719998
step 2456, loss 0.19573493121468447
step 2457, loss 0.19183428572180947
step 2458, loss 0.18372028085496794
step 2459, loss 0.17498826992130373
step 2460, loss 0.17174835513486947
step 2461, loss 0.17181391874362067
step 2462, loss 0.17033296697803468
step 2463, loss 0.17574372178436637
step 2464, loss 0.16820481526364076
step 2465, loss 0.1625845598355757
step 2466, loss 0.16232382361672762
step 2467, loss 0.16095143948122062
step 2468, loss 0.1651424472998756
step 2469, loss 0.16581925947706502
step 2470, loss 0.1855149823359305
step 2471, loss 0.18324057977780592
step 2472, loss 0.18561421830700242
step 2473, loss 0.18085377215665346
step 2474, loss 0.17912166535247953
step 2475, loss 0.17755586403062576
step 2476, loss 0.17563154695138902
step 2477, loss 0.17793330756758666
step 2478, loss 0.1829946745151432
step 2479, loss 0.17810064036078618
step 2480, loss 0.1778976214983526
step 2481, loss 0.1766890012972173
step 2482, loss 0.16453015904897006
step 2483, loss 0.16996978462881046
step 2484, loss 0.16844980634283602
step 2485, loss 0.1785796348783217
step 2486, loss 0.19146868567462344
step 2487, loss 0.2027335820865236
step 2488, loss 0.2030465565566661
step 2489, loss 0.20093430987993854
step 2490, loss 0.19734261404275874
step 2491, loss 0.2087778863680361
step 2492, loss 0.20617443478453143
step 2493, loss 0.21102744182659372
step 2494, loss 0.20749425149601566
step 2495, loss 0.20274392595865012
step 2496, loss 0.19964066145698145
step 2497, loss 0.20056236980450076
step 2498, loss 0.206317554695236
step 2499, loss 0.21951149772062362
step 2500, loss 0.21796788606453948
step 2501, loss 0.21413576006957005
step 2502, loss 0.22849597990573745
step 2503, loss 0.2225784938936946
step 2504, loss 0.2208753822510407
step 2505, loss 0.23181401475652746
step 2506, loss 0.23191664324150707
step 2507, loss 0.23506070410561167
step 2508, loss 0.24706513794080856
step 2509, loss 0.24870367746189037
step 2510, loss 0.2480630493220818
step 2511, loss 0.24966213250671018
step 2512, loss 0.24408161769372988
step 2513, loss 0.23220661398824544
step 2514, loss 0.23033034161081756
step 2515, loss 0.2236377464713232
step 2516, loss 0.2231443837566593
step 2517, loss 0.2191166652992444
step 2518, loss 0.21342305902437061
step 2519, loss 0.20963935164030514
step 2520, loss 0.19970808497741332
step 2521, loss 0.19378172968335014
step 2522, loss 0.19292178554392214
step 2523, loss 0.1935999375855001
step 2524, loss 0.19408298423365405
step 2525, loss 0.1906835948569386
step 2526, loss 0.18778638081039267
step 2527, loss 0.18486897083775947
step 2528, loss 0.18870738833537773
step 2529, loss 0.18953688165001042
step 2530, loss 0.1882593681256649
step 2531, loss 0.18684529660707808
step 2532, loss 0.18203882633357732
step 2533, loss 0.18123539023437638
step 2534, loss 0.17863480507885104
step 2535, loss 0.1950455450375797
step 2536, loss 0.1947753781104018
step 2537, loss 0.2006049740931925
step 2538, loss 0.20386061864687832
step 2539, loss 0.2046951216244146
step 2540, loss 0.21189628795833396
step 2541, loss 0.2155886658077032
step 2542, loss 0.20929982078474083
step 2543, loss 0.20972384791733015
step 2544, loss 0.20330962641085257
step 2545, loss 0.19887584092955354
step 2546, loss 0.19611923226184158
step 2547, loss 0.20021081264436102
step 2548, loss 0.1972069543208467
step 2549, loss 0.19648202672056442
step 2550, loss 0.19144939256714658
step 2551, loss 0.19718788748687693
step 2552, loss 0.1973833994779544
step 2553, loss 0.192800775770565
step 2554, loss 0.19509635025640143
step 2555, loss 0.19554706204873157
step 2556, loss 0.19545609911330192
step 2557, loss 0.20815186643643063
step 2558, loss 0.21466447660961344
step 2559, loss 0.2128288723496073
step 2560, loss 0.2082043493510014
step 2561, loss 0.21207122099882897
step 2562, loss 0.21834763073164107
step 2563, loss 0.21013461515222087
step 2564, loss 0.2165695008478829
step 2565, loss 0.21536339761396664
step 2566, loss 0.21246581025344508
step 2567, loss 0.2094076059528206
step 2568, loss 0.20946081122172006
step 2569, loss 0.2129294646419179
step 2570, loss 0.21961342745754941
step 2571, loss 0.21108574825883353
step 2572, loss 0.2020819357785026
step 2573, loss 0.1960844595806992
step 2574, loss 0.19322544928585256
step 2575, loss 0.1901205831425914
step 2576, loss 0.1877519163779195
step 2577, loss 0.18012262865529438
step 2578, loss 0.17865249947869166
step 2579, loss 0.17844431045201467
step 2580, loss 0.18651770748985153
step 2581, loss 0.1832765000905902
step 2582, loss 0.18483972470578353
step 2583, loss 0.18618958521440745
step 2584, loss 0.19088223721285275
step 2585, loss 0.18006610926121125
step 2586, loss 0.19067093780156658
step 2587, loss 0.19103388831481355
step 2588, loss 0.19124526243327575
step 2589, loss 0.19015665019379718
step 2590, loss 0.18564367292666434
step 2591, loss 0.18633586911866665
step 2592, loss 0.18728734626033544
step 2593, loss 0.19451230979256606
step 2594, loss 0.19526744827293852
step 2595, loss 0.193801347416611
step 2596, loss 0.198406619431351
step 2597, loss 0.21254026228348108
step 2598, loss 0.21045154780888284
step 2599, loss 0.21031588122913591
step 2600, loss 0.20529811953606622
step 2601, loss 0.20158026255758776
step 2602, loss 0.20376726660959876
step 2603, loss 0.2012530118867721
step 2604, loss 0.20272516315981443
step 2605, loss 0.2019708210748854
step 2606, loss 0.19281216900251116
step 2607, loss 0.18842764294774955
step 2608, loss 0.1913709991869178
step 2609, loss 0.18820757004888475
step 2610, loss 0.18470186740104813
step 2611, loss 0.19035777822087221
step 2612, loss 0.19214926846280708
step 2613, loss 0.18499649558176112
step 2614, loss 0.17852263146975203
step 2615, loss 0.1828450828284493
step 2616, loss 0.18155154313061872
step 2617, loss 0.17769810311866618
step 2618, loss 0.18236092555111186
step 2619, loss 0.1981666787944931
step 2620, loss 0.1969657648637323
step 2621, loss 0.1974688135714318
step 2622, loss 0.19457003144600862
step 2623, loss 0.19090050907294936
step 2624, loss 0.18221671239758422
step 2625, loss 0.18361848464213212
step 2626, loss 0.18080720785798787
step 2627, loss 0.18746114209481024
step 2628, loss 0.1852813208268995
step 2629, loss 0.18801693566145733
step 2630, loss 0.1830155367925963
step 2631, loss 0.17660747083501827
step 2632, loss 0.18016735415884982
step 2633, loss 0.18884131343271554
step 2634, loss 0.19105834839737018
step 2635, loss 0.185647290152272
step 2636, loss 0.18526198375400343
step 2637, loss 0.19567495502391255
step 2638, loss 0.2008061356904399
step 2639, loss 0.19608269312044607
step 2640, loss 0.1989438341086563
step 2641, loss 0.20089836919535306
step 2642, loss 0.20807688538040914
step 2643, loss 0.20284009966677008
step 2644, loss 0.19191401296936492
step 2645, loss 0.19397222185805157
step 2646, loss 0.18800455198891208
step 2647, loss 0.18628920346087735
step 2648, loss 0.18886331376063695
step 2649, loss 0.18508618763054493
step 2650, loss 0.18430923990278023
step 2651, loss 0.18384804640890876
step 2652, loss 0.1848462475658809
step 2653, loss 0.1948047953833361
step 2654, loss 0.19095962744854864
step 2655, loss 0.1928720757535366
step 2656, loss 0.1926891373251022
step 2657, loss 0.19254561662561964
step 2658, loss 0.19763060867685622
step 2659, loss 0.19994193875698937
step 2660, loss 0.19718313423313524
step 2661, loss 0.21669921762512173
step 2662, loss 0.20904728460400743
step 2663, loss 0.2068421440251718
step 2664, loss 0.20403123470497578
step 2665, loss 0.20492761646824284
step 2666, loss 0.20569614453718546
step 2667, loss 0.2181817640388502
step 2668, loss 0.2148298129014218
step 2669, loss 0.21490406732905307
step 2670, loss 0.22051974303557037
step 2671, loss 0.23012594729989969
step 2672, loss 0.2337990345090348
step 2673, loss 0.22552885486451255
step 2674, loss 0.22034143990666388
step 2675, loss 0.22249407398453996
step 2676, loss 0.2303109004594533
step 2677, loss 0.2207045958487077
step 2678, loss 0.2135705521149531
step 2679, loss 0.20757303718713777
step 2680, loss 0.19848422632206553
step 2681, loss 0.20439608179559476
step 2682, loss 0.2061678136858061
step 2683, loss 0.208375428510253
step 2684, loss 0.20659926479388271
step 2685, loss 0.21655502568479473
step 2686, loss 0.2063527433645376
step 2687, loss 0.19896463709220127
step 2688, loss 0.20755833825896533
step 2689, loss 0.20914988316384275
step 2690, loss 0.19938724202472555
step 2691, loss 0.19616602029703784
step 2692, loss 0.19667620658549126
step 2693, loss 0.20723067700570036
step 2694, loss 0.20761035662625918
step 2695, loss 0.2126842836892726
step 2696, loss 0.21164438876713415
step 2697, loss 0.21779092329625876
step 2698, loss 0.21731538186566166
step 2699, loss 0.20902887681212542
step 2700, loss 0.2100996616401063
step 2701, loss 0.21232253994802713
step 2702, loss 0.21284168082112145
step 2703, loss 0.21226219938070243
step 2704, loss 0.21429786627773045
step 2705, loss 0.2138147820110643
step 2706, loss 0.21734517387230912
step 2707, loss 0.21458174501371136
step 2708, loss 0.22066434962610976
step 2709, loss 0.20964866125339787
step 2710, loss 0.2057924813963877
step 2711, loss 0.20253213467638853
step 2712, loss 0.21108168562449067
step 2713, loss 0.20160414755520567
step 2714, loss 0.21395699960151923
step 2715, loss 0.20627077772164
step 2716, loss 0.20333718377897428
step 2717, loss 0.19652423666610674
step 2718, loss 0.1966330296399685
step 2719, loss 0.19247578560732237
step 2720, loss 0.18891375791510134
step 2721, loss 0.18992433576119117
step 2722, loss 0.18311788181959546
step 2723, loss 0.18306152111737986
step 2724, loss 0.1727704808394527
step 2725, loss 0.17942206310752773
step 2726, loss 0.18515715820363532
step 2727, loss 0.1887838034877602
step 2728, loss 0.1825456743582568
step 2729, loss 0.1848595611880256
step 2730, loss 0.1827165623870522
step 2731, loss 0.18620473656359585
step 2732, loss 0.20305336576673333
step 2733, loss 0.20105273033952364
step 2734, loss 0.20326084350742982
step 2735, loss 0.20877586116073804
step 2736, loss 0.20962176450799358
step 2737, loss 0.2062675734941106
step 2738, loss 0.20306622510408828
step 2739, loss 0.21212432854105953
step 2740, loss 0.2145295507257872
step 2741, loss 0.21849973498693345
step 2742, loss 0.21256912200669562
step 2743, loss 0.20751564606148107
step 2744, loss 0.20577308002815936
step 2745, loss 0.20861966279482508
step 2746, loss 0.20387870103718936
step 2747, loss 0.20548860756101103
step 2748, loss 0.20405262137241864
step 2749, loss 0.20170122913826438
step 2750, loss 0.19612991391696571
step 2751, loss 0.19777606498370803
step 2752, loss 0.18954332832548235
step 2753, loss 0.18132665154981506
step 2754, loss 0.17160245014114284
step 2755, loss 0.16584693476155193
step 2756, loss 0.17289663181836717
step 2757, loss 0.16975088262082916
step 2758, loss 0.1641569794135253
step 2759, loss 0.16426779874416833
step 2760, loss 0.17375294311272485
step 2761, loss 0.17782364288056537
step 2762, loss 0.1769440025009332
step 2763, loss 0.18308546244361562
step 2764, loss 0.18754010587267783
step 2765, loss 0.1957145022392217
step 2766, loss 0.19736231747626756
step 2767, loss 0.1922185753288224
step 2768, loss 0.18850806067905018
step 2769, loss 0.1957386259185182
step 2770, loss 0.18485425701262717
step 2771, loss 0.18095030746330767
step 2772, loss 0.18130341495397642
step 2773, loss 0.1770217894791629
